Caso 1: N=550307962409600896, O=449999999999999999
Caso 3598: N=593881479434642048, O=589999999999999999
Caso 3599: N=693237548245030528, O=689999999999999999
Caso 3600: N=998237835433235328, O=889999999999999999
Caso 3601: N=298235190291073152, O=289999999999999999
Caso 3602: N=641517027436178432, O=599999999999999999
Caso 3603: N=885374284560941952, O=779999999999999999
Caso 3604: N=382124342216734208, O=379999999999999999
Caso 3605: N=673013264546188544, O=669999999999999999
Caso 3606: N=477373778532643840, O=466999999999999999
Caso 3607: N=408504909440147392, O=399999999999999999
Caso 3608: N=566688658624666752, O=566677999999999999
Caso 3609: N=627368704985403264, O=599999999999999999
Caso 3610: N=442119100135236672, O=339999999999999999
Caso 3611: N=80046133215413312, O=79999999999999999
Caso 3612: N=146155035490355680, O=145999999999999999
Caso 3613: N=870858801729853568, O=799999999999999999
Caso 3614: N=308598870749784960, O=299999999999999999
Caso 3615: N=658709049358170240, O=599999999999999999
Caso 3616: N=746584293820680448, O=699999999999999999
Caso 3617: N=611886733547015552, O=599999999999999999
Caso 3618: N=975200103578635904, O=899999999999999999
Caso 3619: N=93390552019651408, O=89999999999999999
Caso 3620: N=259228340595266240, O=258999999999999999
Caso 3621: N=884888386612965632, O=779999999999999999
Caso 3622: N=355995693122152704, O=355889999999999999
Caso 3623: N=196393669075952352, O=189999999999999999
Caso 3624: N=910147343557841408, O=899999999999999999
Caso 3625: N=517622331717789824, O=499999999999999999
Caso 3626: N=146290655819805376, O=145999999999999999
Caso 3627: N=261637154985009056, O=259999999999999999
Caso 3628: N=726056723671716992, O=699999999999999999
Caso 3629: N=50727583357699776, O=49999999999999999
Caso 3630: N=381446997295479808, O=379999999999999999
Caso 3631: N=770584796201986688, O=669999999999999999
Caso 3632: N=773753498238619904, O=669999999999999999
Caso 3633: N=246908613921049568, O=246899999999999999
Caso 3634: N=352372432312774464, O=349999999999999999
Caso 3635: N=606945847620492928, O=599999999999999999
Caso 3636: N=274105294358077856, O=269999999999999999
Caso 3637: N=308552497747724992, O=299999999999999999
Caso 3638: N=492815491516593664, O=489999999999999999
Caso 3639: N=135767710644330912, O=135699999999999999
Caso 3640: N=321466721834777664, O=299999999999999999
Caso 3641: N=560278521483955712, O=559999999999999999
Caso 3642: N=311617829774328384, O=299999999999999999
Caso 3643: N=93362423507272640, O=89999999999999999
Caso 3644: N=475521992032535744, O=469999999999999999
Caso 3645: N=146865880448907264, O=146799999999999999
Caso 3646: N=307332180206748032, O=299999999999999999
Caso 3647: N=481579255707081024, O=479999999999999999
Caso 3648: N=934934583427451904, O=899999999999999999
Caso 3649: N=247200096268473280, O=246999999999999999
Caso 3650: N=73122135774642992, O=69999999999999999
Caso 3651: N=563255220590938496, O=559999999999999999
Caso 3652: N=350818066316267136, O=349999999999999999
Caso 3653: N=411324611699124352, O=399999999999999999
Caso 3654: N=476617861068058944, O=469999999999999999
Caso 3655: N=615246623454797696, O=599999999999999999
Caso 3656: N=592924509201969536, O=589999999999999999
Caso 3657: N=890378826418796416, O=889999999999999999
Caso 3658: N=882409732114393344, O=779999999999999999
Caso 3659: N=311263972697040960, O=299999999999999999
Caso 3660: N=942580507487272576, O=899999999999999999
Caso 3661: N=248149554852433184, O=247999999999999999
Caso 3662: N=874119279841366784, O=799999999999999999
Caso 3663: N=478804079538604608, O=477799999999999999
Caso 3664: N=253782552804581952, O=249999999999999999
Caso 3665: N=118157964106148208, O=117999999999999999
Caso 3666: N=828495416736787968, O=799999999999999999
Caso 3667: N=502792204116987200, O=499999999999999999
Caso 3668: N=597497430528260992, O=589999999999999999
Caso 3669: N=701649291468764672, O=699999999999999999
Caso 3670: N=995740895216167296, O=889999999999999999
Caso 3671: N=833118723873943936, O=799999999999999999
Caso 3672: N=784095540635539456, O=779999999999999999
Caso 3673: N=489548374528261952, O=488999999999999999
Caso 3674: N=448282230671491840, O=447999999999999999
Caso 3675: N=894074116505312256, O=889999999999999999
Caso 3676: N=944977509664227072, O=899999999999999999
Caso 3677: N=735388777528451072, O=699999999999999999
Caso 3678: N=374454074385898752, O=369999999999999999
Caso 3679: N=190756625703841216, O=189999999999999999
Caso 3680: N=46838376250209816, O=46799999999999999
Caso 3681: N=406418972506650688, O=399999999999999999
Caso 3682: N=714076867308310656, O=699999999999999999
Caso 3683: N=560847755519658048, O=559999999999999999
Caso 3684: N=810645174918266112, O=799999999999999999
Caso 3685: N=696534366407534848, O=689999999999999999
Caso 3686: N=59664142758004136, O=58999999999999999
Caso 3687: N=329720377283596800, O=299999999999999999
Caso 3688: N=12287338090919974, O=12279999999999999
Caso 3689: N=697379000465168896, O=689999999999999999
Caso 3690: N=80004028145856720, O=79999999999999999
Caso 3691: N=592664981761381760, O=589999999999999999
Caso 3692: N=552992317363980928, O=449999999999999999
Caso 3693: N=492906305248388864, O=489999999999999999
Caso 3694: N=462117234971927808, O=459999999999999999
Caso 3695: N=970089725095723008, O=899999999999999999
Caso 3696: N=4980551224194163, O=4899999999999999
Caso 3697: N=767883569211421952, O=699999999999999999
Caso 3698: N=513101048182228096, O=499999999999999999
Caso 3699: N=959870309119608960, O=899999999999999999
Caso 3700: N=561468177350122880, O=559999999999999999
Caso 3701: N=2269978998244770, O=2268899999999999
Caso 3702: N=115127974231493568, O=114999999999999999
Caso 3703: N=445596136566529856, O=445589999999999999
Caso 3704: N=450007413529805760, O=449999999999999999
Caso 3705: N=461093484336527552, O=459999999999999999
Caso 3706: N=684873775113313920, O=679999999999999999
Caso 3707: N=10279172329557552, O=9999999999999999
Caso 3708: N=904288303936853248, O=899999999999999999
Caso 3709: N=483397165212350848, O=479999999999999999
Caso 3710: N=152909085189213984, O=149999999999999999
Caso 3711: N=452162700422858560, O=449999999999999999
Caso 3712: N=731907613123932544, O=699999999999999999
Caso 3713: N=24020772204206732, O=23999999999999999
Caso 3714: N=749095316078396416, O=699999999999999999
Caso 3715: N=302587187659044992, O=299999999999999999
Caso 3716: N=364244058653590016, O=359999999999999999
Caso 3717: N=8428715455386926, O=7999999999999999
Caso 3718: N=556784332467430336, O=556779999999999999
Caso 3719: N=205440643343456672, O=199999999999999999
Caso 3720: N=29461375901799204, O=28999999999999999
Caso 3721: N=823491099708059392, O=799999999999999999
Caso 3722: N=381628539261117376, O=379999999999999999
Caso 3723: N=733541765746132096, O=699999999999999999
Caso 3724: N=350793931797436672, O=349999999999999999
Caso 3725: N=186069486813603904, O=179999999999999999
Caso 3726: N=470066076318344640, O=469999999999999999
Caso 3727: N=589373659877819520, O=588999999999999999
Caso 3728: N=239652108973320352, O=238999999999999999
Caso 3729: N=706454360206973440, O=699999999999999999
Caso 3730: N=8053877030255396, O=7999999999999999
Caso 3731: N=165907037004785600, O=159999999999999999
Caso 3732: N=426717734600227136, O=399999999999999999
Caso 3733: N=695147244825119232, O=689999999999999999
Caso 3734: N=132378532034042144, O=129999999999999999
Caso 3735: N=127821360638736064, O=127799999999999999
Caso 3736: N=354082520083584640, O=349999999999999999
Caso 3737: N=149174522959971360, O=148999999999999999
Caso 3738: N=394883474390570560, O=389999999999999999
Caso 3739: N=14253515676737938, O=13999999999999999
Caso 3740: N=437615121747695104, O=399999999999999999
Caso 3741: N=398066577407673024, O=389999999999999999
Caso 3742: N=234208181070755488, O=233999999999999999
Caso 3743: N=861272998488455680, O=799999999999999999
Caso 3744: N=901125788573624448, O=899999999999999999
Caso 3745: N=589830338845412864, O=588999999999999999
Caso 3746: N=30143102768296348, O=29999999999999999
Caso 3747: N=495603798222555072, O=489999999999999999
Caso 3748: N=482529529930547008, O=479999999999999999
Caso 3749: N=53688952495409392, O=49999999999999999
Caso 3750: N=742462368344405248, O=699999999999999999
Caso 3751: N=460682814977621632, O=459999999999999999
Caso 3752: N=317092637005311552, O=299999999999999999
Caso 3753: N=589057738915534208, O=588999999999999999
Caso 3754: N=969102860549791488, O=899999999999999999
Caso 3755: N=501965327249316096, O=499999999999999999
Caso 3756: N=213978890053397536, O=199999999999999999
Caso 3757: N=899170428350564480, O=888999999999999999
Caso 3758: N=497817630519217792, O=489999999999999999
Caso 3759: N=160458204009788928, O=159999999999999999
Caso 3760: N=359695975863374656, O=358999999999999999
Caso 3761: N=712965555824145152, O=699999999999999999
Caso 3762: N=70938177255479576, O=69999999999999999
Caso 3763: N=301781762537078528, O=299999999999999999
Caso 3764: N=205674325441215776, O=199999999999999999
Caso 3765: N=620288007700595584, O=599999999999999999
Caso 3766: N=134638588580776160, O=134599999999999999
Caso 3767: N=342631923231961984, O=339999999999999999
Caso 3768: N=927094037513603200, O=899999999999999999
Caso 3769: N=283155471733691488, O=279999999999999999
Caso 3770: N=802102165119331840, O=799999999999999999
Caso 3771: N=527333938207467520, O=499999999999999999
Caso 3772: N=376208126614019008, O=369999999999999999
Caso 3773: N=479786167018374208, O=478999999999999999
Caso 3774: N=124249046372854608, O=123999999999999999
Caso 3775: N=854249810894293504, O=799999999999999999
Caso 3776: N=895793321652943488, O=889999999999999999
Caso 3777: N=388277740783116800, O=377999999999999999
Caso 3778: N=32190782801956532, O=29999999999999999
Caso 3779: N=155121880541336256, O=144999999999999999
Caso 3780: N=706992103210749952, O=699999999999999999
Caso 3781: N=623274529744235392, O=599999999999999999
Caso 3782: N=992336433863196544, O=889999999999999999
Caso 3783: N=390004754391639424, O=389999999999999999
Caso 3784: N=840692857026420096, O=799999999999999999
Caso 3785: N=801653716382601216, O=799999999999999999
Caso 3786: N=498081638940711680, O=489999999999999999
Caso 3787: N=436258917642901056, O=399999999999999999
Caso 3788: N=742727774996428928, O=699999999999999999
Caso 3789: N=832208073206474624, O=799999999999999999
Caso 3790: N=11270588617074972, O=11269999999999999
Caso 3791: N=522148822715526976, O=499999999999999999
Caso 3792: N=750550587556529280, O=699999999999999999
Caso 3793: N=699496589855578496, O=688999999999999999
Caso 3794: N=862128310046838272, O=799999999999999999
Caso 3795: N=983909377809041792, O=899999999999999999
Caso 3796: N=612689584489905792, O=599999999999999999
Caso 3797: N=243481173315211456, O=239999999999999999
Caso 3798: N=918118602839660416, O=899999999999999999
Caso 3799: N=209714301578653344, O=199999999999999999
Caso 3800: N=102153588825709680, O=99999999999999999
Caso 3801: N=324261482452821696, O=299999999999999999
Caso 3802: N=540190858892001664, O=499999999999999999
Caso 3803: N=474800840745942528, O=469999999999999999
Caso 3804: N=561102138660883520, O=559999999999999999
Caso 3805: N=805166586213570176, O=799999999999999999
Caso 3806: N=459136498498039040, O=458999999999999999
Caso 3807: N=869075088955051648, O=799999999999999999
Caso 3808: N=906472930508120192, O=899999999999999999
Caso 3809: N=987656215302607744, O=899999999999999999
Caso 3810: N=725284092618106624, O=699999999999999999
Caso 3811: N=671842565151635328, O=669999999999999999
Caso 3812: N=224893295532889280, O=224889999999999999
Caso 3813: N=487930782719801920, O=479999999999999999
Caso 3814: N=811519346125197696, O=799999999999999999
Caso 3815: N=337879688986943296, O=337799999999999999
Caso 3816: N=590084868339588096, O=589999999999999999
Caso 3817: N=57843906772333752, O=57799999999999999
Caso 3818: N=282624775704000032, O=279999999999999999
Caso 3819: N=724880810937462144, O=699999999999999999
Caso 3820: N=147103529446162336, O=146999999999999999
Caso 3821: N=521656727293719680, O=499999999999999999
Caso 3822: N=183190880389458400, O=179999999999999999
Caso 3823: N=314387090638062464, O=299999999999999999
Caso 3824: N=825139233376020864, O=799999999999999999
Caso 3825: N=825368848465468160, O=799999999999999999
Caso 3826: N=441859016647959680, O=339999999999999999
Caso 3827: N=956622970179660416, O=899999999999999999
Caso 3828: N=264233755895579296, O=259999999999999999
Caso 3829: N=176805480108168992, O=169999999999999999
Caso 3830: N=141413862953232320, O=139999999999999999
Caso 3831: N=104236612582273456, O=99999999999999999
Caso 3832: N=671156530765792512, O=669999999999999999
Caso 3833: N=392336548558882688, O=389999999999999999
Caso 3834: N=462250946642035264, O=459999999999999999
Caso 3835: N=590761083513057280, O=589999999999999999
Caso 3836: N=355812057148169856, O=355799999999999999
Caso 3837: N=860047751211806208, O=799999999999999999
Caso 3838: N=471002655486508864, O=469999999999999999
Caso 3839: N=756683112465980672, O=699999999999999999
Caso 3840: N=641934831853232128, O=599999999999999999
Caso 3841: N=979379743881742080, O=899999999999999999
Caso 3842: N=696614333780234752, O=689999999999999999
Caso 3843: N=129326618805172704, O=128999999999999999
Caso 3844: N=694460975465281664, O=689999999999999999
Caso 3845: N=543696807715651456, O=499999999999999999
Caso 3846: N=612918932983983616, O=599999999999999999
Caso 3847: N=922328917704632192, O=899999999999999999
Caso 3848: N=560847874981181504, O=559999999999999999
Caso 3849: N=294940963967190144, O=289999999999999999
Caso 3850: N=729767856195849344, O=699999999999999999
Caso 3851: N=336307140976782464, O=335999999999999999
Caso 3852: N=384746746456519744, O=379999999999999999
Caso 3853: N=798473900242588160, O=789999999999999999
Caso 3854: N=984031948097175040, O=899999999999999999
Caso 3855: N=14383346960593956, O=13999999999999999
Caso 3856: N=317815406655682880, O=299999999999999999
Caso 3857: N=861403455928589056, O=799999999999999999
Caso 3858: N=517295729823975872, O=499999999999999999
Caso 3859: N=34556697653177260, O=34556689999999999
Caso 3860: N=129091163364465472, O=128999999999999999
Caso 3861: N=949137318999635968, O=899999999999999999
Caso 3862: N=728824775819336192, O=699999999999999999
Caso 3863: N=505481559442306688, O=499999999999999999
Caso 3864: N=891227230594828288, O=889999999999999999
Caso 3865: N=442601463173486336, O=339999999999999999
Caso 3866: N=700394689856010240, O=699999999999999999
Caso 3867: N=173030780480166400, O=169999999999999999
Caso 3868: N=409028003600841024, O=399999999999999999
Caso 3869: N=122506655494100560, O=122499999999999999
Caso 3870: N=703827405342127104, O=699999999999999999
Caso 3871: N=442093519215614656, O=339999999999999999
Caso 3872: N=248102122984702784, O=247999999999999999
Caso 3873: N=967241122914680192, O=899999999999999999
Caso 3874: N=522588641602562560, O=499999999999999999
Caso 3875: N=871377306809452160, O=799999999999999999
Caso 3876: N=320084715783706432, O=299999999999999999
